id,audio_path,label,speaker,show,utterance,embedding_path
1_6370,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6370.wav,1,SHELDON,BBT,"Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6370.npy
1_6426,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6426.wav,1,SHELDON,BBT,"You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6426.npy
1_6427,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6427.wav,1,PENNY,BBT,Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6427.npy
1_6428,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6428.wav,1,LEONARD,BBT,Sure. You want to see what all the scientists are wearing this year.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6428.npy
1_6472,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6472.wav,1,SHELDON,BBT,You'd think a winner could make a decent cup of cocoa.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6472.npy
1_6504,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6504.wav,1,SHELDON,BBT,"Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6504.npy
1_6534,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6534.wav,0,SHELDON,BBT,"No, but maybe she wants a man with a pocket watch.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6534.npy
1_6627,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6627.wav,0,LEONARD,BBT,"Well, yeah, sex with you is pretty great. Have you ever tried it?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6627.npy
1_6645,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6645.wav,0,PERSON1,BBT,"Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6645.npy
1_6648,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6648.wav,1,LEONARD,BBT,You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6648.npy
1_6683,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6683.wav,1,HOWARD,BBT,"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6683.npy
1_6766,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6766.wav,0,SHELDON,BBT,Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6766.npy
1_6769,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6769.wav,1,AMY,BBT,"Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6769.npy
1_6835,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6835.wav,0,AMY,BBT,"Oh, screw her. She's just lucky we let her hang out with us.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6835.npy
1_6860,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_6860.wav,0,SHELDON,BBT,"I'm sorry, it's the bad boy attitude that comes with this hair.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_6860.npy
1_7047,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7047.wav,1,LEONARD,BBT,"Also instead of just living in your mother's house, you could actually live inside her body.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7047.npy
1_7082,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7082.wav,0,RAJ,BBT,"...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7082.npy
1_7089,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7089.wav,1,HOWARD,BBT,"How about you? Did you have a fun night? Yeah, we, uh, made gift bags, had wine, and then went online and saw this.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7089.npy
1_7186,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7186.wav,0,HOWARD,BBT,"Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7186.npy
1_7281,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7281.wav,1,SHELDON,BBT,"Darn. If you weren't busy, I'd ask you to join us.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7281.npy
1_7341,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7341.wav,0,SHELDON,BBT,I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7341.npy
1_7357,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7357.wav,1,LEONARD,BBT,I'm starting to get a sense of it.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7357.npy
1_7395,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7395.wav,1,AMY,BBT,"Well, if that's all it takes, it's a good thing you don't have a dog.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7395.npy
1_7400,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7400.wav,0,PENNY,BBT,"Of course, it is... it's been in the news. And it's a very famous boson.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7400.npy
1_7402,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7402.wav,1,LEONARD,BBT,I didn't know they gave Nobel prizes for making boom-boom in the potty.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7402.npy
1_7442,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7442.wav,0,SHELDON,BBT,"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7442.npy
1_7443,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7443.wav,0,PENNY,BBT,We've kind of been involved in a five-year experiment.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7443.npy
1_7445,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7445.wav,0,PENNY,BBT,My limbic system wants to take your pants off.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7445.npy
1_7449,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7449.wav,0,RAJ,BBT,"Okay, the NASA Web site says Howard's final descent has begun.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7449.npy
1_7487,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7487.wav,0,HOWARD,BBT,"Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7487.npy
1_7490,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7490.wav,0,HOWARD,BBT,"It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7490.npy
1_7494,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7494.wav,0,PERSON,BBT,that sounds a little funny to an American ear.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7494.npy
1_7504,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7504.wav,0,PERSON,BBT,"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7504.npy
1_7575,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7575.wav,1,HOWARD,BBT,"You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7575.npy
1_7593,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7593.wav,0,SHELDON,BBT,"Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7593.npy
1_7641,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7641.wav,0,HOWARD,BBT,"She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7641.npy
1_7661,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7661.wav,0,SHELDON,BBT,"Yeah, that was five weeks ago. How much longer is he gonna milk that cow?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7661.npy
1_7675,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7675.wav,0,PENNY,BBT,"Anyway, to this day, I still can't see a box of crayons without crossing my legs.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7675.npy
1_7722,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7722.wav,1,SHELDON,BBT,Exactly what it was half an hour ago. It's like you're not even trying to get better.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7722.npy
1_7894,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7894.wav,0,RAJ,BBT,I did. The guy at the liquor store said this stuff tastes great in coffee.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7894.npy
1_7938,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7938.wav,0,LEONARD,BBT,"Come on, let's just start walking. There's got to be a gas station or something nearby.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7938.npy
1_7953,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_7953.wav,1,PERSON,BBT,Why don't you ask Scotty to beam you up?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_7953.npy
1_8042,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8042.wav,0,HOWARD,BBT,"No, just me, her and a couple of the big wigs. It's part of a bonus she got.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8042.npy
1_8045,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8045.wav,1,RAJ,BBT,"Dumped her? What, did he use a forklift?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8045.npy
1_8052,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8052.wav,1,PENNY,BBT,Like Burt and Ernie. You guys even teach me stuff about words and numbers.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8052.npy
1_8078,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8078.wav,0,HOWARD,BBT,"Trust me, you're not Jewish. That's how they get you.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8078.npy
1_8136,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8136.wav,1,PERSON,BBT,"Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8136.npy
1_8159,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8159.wav,0,LEONARD,BBT,And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8159.npy
1_8185,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8185.wav,0,BERNADETTE,BBT,We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8185.npy
1_8217,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8217.wav,0,RAJ,BBT,"Go out with me on one date, and I promise you, you'll see.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8217.npy
1_8407,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8407.wav,1,SHELDON,BBT,"Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8407.npy
1_8417,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8417.wav,0,HOWARD,BBT,"Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8417.npy
1_8452,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8452.wav,1,PERSON,BBT,I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8452.npy
1_8505,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8505.wav,0,RAJ,BBT,"A lane frequented by liars. Like you, you big liar!",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8505.npy
1_8717,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8717.wav,1,BERNADETTE,BBT,Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8717.npy
1_8746,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8746.wav,1,AMY,BBT,"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me <i>Raiders of the Lost Ark</i> for the first time.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8746.npy
1_8749,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8749.wav,1,AMY,BBT,It was very entertaining... despite the glaring story problem.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8749.npy
1_8827,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8827.wav,1,PENNY,BBT,How do you not tear off his clothes and take him right here on this table?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8827.npy
1_8837,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_8837.wav,0,SHELDON,BBT,"Not as relieved as I'm about to be. It's a brave new world, little lady.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_8837.npy
1_9003,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9003.wav,0,SHELDON,BBT,"I'm not going to bother him, I'm going to talk to him.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9003.npy
1_9009,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9009.wav,0,SHELDON,BBT,"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9009.npy
1_9087,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9087.wav,1,LEONARD,BBT,"Why? Because I got an ugly, itchy sweater, and my brother got a car? No, I was her favorite.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9087.npy
1_9245,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9245.wav,0,SHELDON,BBT,Can we talk about something else? Do you know that I yodel?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9245.npy
1_9594,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9594.wav,0,SHELDON,BBT,I can't believe we wasted all that time on our Hulk costumes.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9594.npy
1_9668,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9668.wav,0,SHELDON,BBT,"People usually start a meeting with a joke, but you go ahead-- end with one.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9668.npy
1_9963,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9963.wav,0,PERSON,BBT,What do you think I was gonna do at home?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9963.npy
1_9971,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9971.wav,1,HOWARD,BBT,I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9971.npy
1_9972,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9972.wav,1,PENNY,BBT,"Ooh, I'm gonna check the fridge, and see if there are any clues inside a beer.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9972.npy
1_9993,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_9993.wav,1,PENNY,BBT,"Well, my beer isn't flat and my rack's not saggy. So far, the future's great.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_9993.npy
1_10004,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10004.wav,0,SHELDON,BBT,"And of those few months, how long have you been a demented sex pervert?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10004.npy
1_10009,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10009.wav,0,PENNY,BBT,"Let the dead man talk. So, why do you think that?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10009.npy
1_10190,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10190.wav,0,SHELDON,BBT,"Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10190.npy
1_10462,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10462.wav,1,HOWARD,BBT,"You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10462.npy
1_10495,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10495.wav,1,AMY,BBT,"And if it turns out you don't... - you and I could live together. - You and... Oh, sure.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10495.npy
1_10496,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10496.wav,1,SHELDON,BBT,"- You and... Oh, sure. And while we're at it, why don't we get engaged, too? Why don't we get a little house, start a family? Enjoy our sunset years together? Do you hear yourself, woman?!",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10496.npy
1_10748,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10748.wav,1,AMY,BBT,"There they go, fighting again. You'd never hear her talk that way to Sauvignon Blanc.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10748.npy
1_10797,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10797.wav,0,AMY,BBT,"I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10797.npy
1_10810,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10810.wav,0,SHELDON,BBT,I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10810.npy
1_10829,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10829.wav,1,SHELDON,BBT,"On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10829.npy
1_10849,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10849.wav,0,HOWARD,BBT,That's how much buying a comic book store means to me.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10849.npy
1_10853,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10853.wav,0,PENNY,BBT,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10853.npy
1_10857,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10857.wav,0,RAJ,BBT,It's true-- you're both gorgeous. Kind of says something about the man who could bed you both.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10857.npy
1_10859,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10859.wav,0,HOWARD,BBT,I don't need a reason-- it's my house.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10859.npy
1_10890,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10890.wav,1,RAJ,BBT,"Boy, when you met Bernadette, the field of robotics really took a hit.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10890.npy
1_10977,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_10977.wav,0,HOWARD,BBT,Let's not talk about this in front of our friends.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_10977.npy
1_11006,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_11006.wav,1,PENNY,BBT,Maybe it's a good thing we came here. It's like a lesson in what not to do.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_11006.npy
1_11021,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_11021.wav,1,PENNY,BBT,"Same as all of us, getting out of a car without underwear.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_11021.npy
1_11042,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_11042.wav,0,BERNADETTE,BBT,"Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_11042.npy
1_11046,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_11046.wav,0,HOWARD,BBT,"Wow, he really went where no man has gone before.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_11046.npy
